,PLAYER,,Real Salary,Year
1485,Goga Bitadze,"$2,816,760","$3,258,480",2020
1486,TJ Leaf,"$2,813,280","$3,254,454",2020
1487,Lonnie Walker,"$2,764,200","$3,197,678",2020
1488,Alex Caruso,"$2,750,000","$3,181,251",2020
1489,Malik Beasley,"$2,731,713","$3,160,096",2020
1490,Luka Samanic,"$2,689,920","$3,111,749",2020
1491,John Collins,"$2,686,560","$3,107,862",2020
1492,Kevin Huerter,"$2,636,280","$3,049,697",2020
1493,Caris LeVert,"$2,625,717","$3,037,478",2020
1494,Marko Guduric,"$2,625,000","$3,036,648",2020
1495,DeAndre Bembry,"$2,603,981","$3,012,333",2020
1496,Matisse Thybulle,"$2,582,160","$2,987,090",2020
1497,Harry Giles,"$2,578,800","$2,983,203",2020
1498,Wesley Matthews,"$2,564,753","$2,966,954",2020
1499,Kyle Korver,"$2,564,753","$2,966,954",2020
1500,Udonis Haslem,"$2,564,753","$2,966,954",2020
1501,Jared Dudley,"$2,564,753","$2,966,954",2020
1502,Rajon Rondo,"$2,564,753","$2,966,954",2020
1503,Dwight Howard,"$2,564,753","$2,966,954",2020
1504,Tyson Chandler,"$2,564,753","$2,966,954",2020
1505,Thabo Sefolosha,"$2,564,753","$2,966,954",2020
1506,Jose Juan Barea,"$2,564,753","$2,966,954",2020
1507,Wilson Chandler,"$2,564,753","$2,966,954",2020
1508,Vince Carter,"$2,564,753","$2,966,954",2020
1509,Josh Okogie,"$2,530,680","$2,927,537",2020
1510,Vincent Poirier,"$2,505,793","$2,898,748",2020
1511,Rondae Hollis-Jefferson,"$2,500,000","$2,892,046",2020
1512,Brandon Clarke,"$2,478,840","$2,867,568",2020
1513,Terrance Ferguson,"$2,475,840","$2,864,097",2020
1514,Grayson Allen,"$2,429,400","$2,810,375",2020
1515,Alfonzo McKinnie,"$2,391,985","$2,767,092",2020
1516,Grant Williams,"$2,379,840","$2,753,043",2020
1517,Jarrett Allen,"$2,376,840","$2,749,572",2020
1518,Pascal Siakam,"$2,351,838","$2,720,650",2020
1519,Skal Labissiere,"$2,338,846","$2,705,620",2020
1520,Chandler Hutchison,"$2,332,320","$2,698,071",2020
1521,Patrick Patterson,"$2,331,593","$2,697,230",2020
1522,Dejounte Murray,"$2,321,735","$2,685,826",2020
1523,Alec Burks,"$2,320,044","$2,683,870",2020
1524,Damian Jones,"$2,305,057","$2,666,532",2020
1525,Darius Bazley,"$2,284,800","$2,643,099",2020
1526,OG Anunoby,"$2,281,800","$2,639,628",2020
1527,Ante Zizic,"$2,281,800","$2,639,628",2020
1528,Markieff Morris,"$2,259,887","$2,614,279",2020
1529,Luke Kornet,"$2,250,000","$2,602,841",2020
1530,Aaron Holiday,"$2,239,200","$2,590,348",2020
1531,Ty Jerome,"$2,193,480","$2,537,458",2020
1532,Willie Cauley-Stein,"$2,177,483","$2,518,952",2020
1533,Kyle O'Quinn,"$2,174,318","$2,515,291",2020
1534,Austin Rivers,"$2,174,310","$2,515,282",2020
1535,Carmelo Anthony,"$2,159,029","$2,497,605",2020
1536,Anfernee Simons,"$2,149,560","$2,486,651",2020
1537,Nassir Little,"$2,105,520","$2,435,704",2020
1538,Moritz Wagner,"$2,063,520","$2,387,118",2020
1539,Dylan Windler,"$2,035,800","$2,355,051",2020
1540,Caleb Swanigan,"$2,033,160","$2,351,997",2020
1541,Michael Carter-Williams,"$2,028,594","$2,346,715",2020
1542,Mike Muscala,"$2,028,594","$2,346,715",2020
1543,Ben McLemore,"$2,028,594","$2,346,715",2020
1544,Edmond Sumner,"$2,000,000","$2,313,637",2020
1545,Torrey Craig,"$2,000,000","$2,313,637",2020
1546,Noah Vonleh,"$2,000,000","$2,313,637",2020
1547,Landry Shamet,"$1,995,120","$2,307,992",2020
1548,Mfiondu Kabengele,"$1,977,000","$2,287,030",2020
1549,Kyle Kuzma,"$1,974,600","$2,284,254",2020
1550,Jordan Poole,"$1,964,760","$2,272,871",2020
1551,Tony Bradley,"$1,962,360","$2,270,094",2020
1552,Keldon Johnson,"$1,950,600","$2,256,490",2020
1553,Derrick White,"$1,948,080","$2,253,575",2020
1554,Robert Williams,"$1,937,520","$2,241,359",2020
1555,Josh Hart,"$1,934,160","$2,237,472",2020
1556,Jacob Evans,"$1,925,880","$2,227,893",2020
1557,Dzanan Musa,"$1,911,600","$2,211,374",2020
1558,Omari Spellman,"$1,897,800","$2,195,410",2020
1559,Glenn Robinson III,"$1,882,867","$2,178,135",2020
1560,James Ennis,"$1,882,867","$2,178,135",2020
1561,Nerlens Noel,"$1,882,867","$2,178,135",2020
1562,Shabazz Napier,"$1,845,301","$2,134,678",2020
1563,Bruno Caboclo,"$1,845,301","$2,134,678",2020
1564,JR Smith,"$1,746,470","$2,020,348",2020
1565,Emmanuel Mudiay,"$1,737,145","$2,009,561",2020
1566,Mario Hezonja,"$1,737,145","$2,009,561",2020
1567,Raul Neto,"$1,737,145","$2,009,561",2020
1568,JaKarr Sampson,"$1,737,145","$2,009,561",2020
1569,Pat Connaughton,"$1,723,050","$1,993,256",2020
1570,Jahlil Okafor,"$1,702,486","$1,969,467",2020
1571,Rodions Kurucs,"$1,699,236","$1,965,707",2020
1572,Cheick Diallo,"$1,678,854","$1,942,129",2020
1573,Willy Hernangomez,"$1,676,735","$1,939,678",2020
1574,Georges Niang,"$1,645,357","$1,903,379",2020
1575,Derrick Jones,"$1,645,357","$1,903,379",2020
1576,Christian Wood,"$1,645,357","$1,903,379",2020
1577,Treveon Graham,"$1,645,357","$1,903,379",2020
1578,Furkan Korkmaz,"$1,620,564","$1,874,698",2020
1579,Shaquille Harrison,"$1,620,564","$1,874,698",2020
1580,Royce O'Neale,"$1,618,520","$1,872,334",2020
1581,Wesley Iwundu,"$1,618,520","$1,872,334",2020
1582,Abdel Nader,"$1,618,520","$1,872,334",2020
1583,Damyean Dotson,"$1,618,520","$1,872,334",2020
1584,Frank Jackson,"$1,618,520","$1,872,334",2020
1585,Sterling Brown,"$1,618,520","$1,872,334",2020
1586,Dillon Brooks,"$1,618,520","$1,872,334",2020
1587,Dwayne Bacon,"$1,618,520","$1,872,334",2020
1588,Semi Ojeleye,"$1,618,520","$1,872,334",2020
1589,Chris Boucher,"$1,588,231","$1,837,295",2020
1590,Malcolm Miller,"$1,588,231","$1,837,295",2020
1591,Monte Morris,"$1,588,231","$1,837,295",2020
1592,Mitchell Robinson,"$1,559,712","$1,804,303",2020
1593,Nigel Williams-Goss,"$1,500,000","$1,735,227",2020
1594,Isaiah Roby,"$1,500,000","$1,735,227",2020
1595,Wenyen Gabriel,"$1,445,697","$1,672,409",2020
1596,Shake Milton,"$1,445,697","$1,672,409",2020
1597,Theo Pinson,"$1,445,697","$1,672,409",2020
1598,Thanasis Antetokounmpo,"$1,445,697","$1,672,409",2020
1599,Brad Wanamaker,"$1,445,697","$1,672,409",2020
1600,Isaac Bonga,"$1,416,852","$1,639,040",2020
1601,Chimezie Metu,"$1,416,852","$1,639,040",2020
1602,Gary Trent Jr,"$1,416,852","$1,639,040",2020
1603,Elie Okobo,"$1,416,852","$1,639,040",2020
1604,Jevon Carter,"$1,416,852","$1,639,040",2020
1605,Ryan Broekhoff,"$1,416,852","$1,639,040",2020
1606,Melvin Frazier,"$1,416,852","$1,639,040",2020
1607,Deonte Burton,"$1,416,852","$1,639,040",2020
1608,Hamidou Diallo,"$1,416,852","$1,639,040",2020
1609,Kenrich Williams,"$1,416,852","$1,639,040",2020
1610,Jarred Vanderbilt,"$1,416,852","$1,639,040",2020
1611,Duncan Robinson,"$1,416,852","$1,639,040",2020
1612,Kendrick Nunn,"$1,416,852","$1,639,040",2020
1613,De'Anthony Melton,"$1,416,852","$1,639,040",2020
1614,Alize Johnson,"$1,416,852","$1,639,040",2020
1615,Bruce Brown,"$1,416,852","$1,639,040",2020
1616,Khyri Thomas,"$1,416,852","$1,639,040",2020
1617,Sviatoslav Mykhailiuk,"$1,416,852","$1,639,040",2020
1618,Keita Bates-Diop,"$1,416,852","$1,639,040",2020
1619,Jalen Brunson,"$1,416,852","$1,639,040",2020
1620,Devonte Graham,"$1,416,852","$1,639,040",2020
1621,Jaylen Nowell,"$1,400,000","$1,619,546",2020
1622,Bruno Fernando,"$1,400,000","$1,619,546",2020
1623,Kevin Porter,"$1,290,960","$1,493,406",2020
1624,Jordan McRae,"$1,254,933","$1,451,729",2020
1625,Carsen Edwards,"$1,228,026","$1,420,603",2020
1626,Cody Martin,"$1,173,310","$1,357,306",2020
1627,Gary Payton II,"$1,052,909","$1,218,024",2020
1628,Admiral Schofield,"$1,000,000","$1,156,818",2020
1629,Terance Mann,"$1,000,000","$1,156,818",2020
1630,David Nwaba,"$903,111","$1,044,735",2020
1631,Miye Oni,"$898,310","$1,039,181",2020
1632,Dewan Hernandez,"$898,310","$1,039,181",2020
1633,Terence Davis,"$898,310","$1,039,181",2020
1634,Matt Thomas,"$898,310","$1,039,181",2020
1635,Justin James,"$898,310","$1,039,181",2020
1636,DaQuan Jeffries,"$898,310","$1,039,181",2020
1637,Jalen Lecque,"$898,310","$1,039,181",2020
1638,Ignas Brazdeikis,"$898,310","$1,039,181",2020
1639,Naz Reid,"$898,310","$1,039,181",2020
1640,KZ Okpala,"$898,310","$1,039,181",2020
1641,Talen Horton-Tucker,"$898,310","$1,039,181",2020
1642,Eric Paschall,"$898,310","$1,039,181",2020
1643,Alen Smailagic,"$898,310","$1,039,181",2020
1644,Vlatko Cancar,"$898,310","$1,039,181",2020
1645,Daniel Gafford,"$898,310","$1,039,181",2020
1646,Caleb Martin,"$898,310","$1,039,181",2020
1647,Jalen McDaniels,"$898,310","$1,039,181",2020
1648,Nicolas Claxton,"$898,310","$1,039,181",2020
1649,Javonte Green,"$898,310","$1,039,181",2020
1650,Damion Lee,"$842,327","$974,419",2020
1651,Jeff Green,"$840,427","$972,221",2020
1652,Timothe Luwawu,"$837,583","$968,931",2020
1653,Juwan Morgan,"$746,054","$863,049",2020
1654,Gary Clark,"$718,765","$831,480",2020
1655,Marvin Williams,"$604,278","$699,040",2020
1656,Michael Kidd-Gilchrist,"$595,122","$688,448",2020
1657,Rayjon Tucker,"$578,573","$669,304",2020
1658,Chris Clemons,"$563,346","$651,689",2020
1659,Brandon Goodwin,"$522,738","$604,713",2020
1660,Reggie Jackson,"$512,721","$593,125",2020
1661,Justin Patton,"$483,115","$558,876",2020
1662,Anzejs Pasecniks,"$482,144","$557,753",2020
1663,Chris Silva,"$466,918","$540,139",2020
1664,Troy Daniels,"$458,439","$530,330",2020
1665,Anthony Tolliver,"$434,704","$502,873",2020
1666,Joakim Noah,"$381,360","$441,164",2020
1667,Dion Waiters,"$375,385","$434,252",2020
1668,Dean Wade,"$375,000","$433,806",2020
1669,Norvel Pelle,"$350,189","$405,105",2020
1670,Juan Toscano-Anderson,"$350,189","$405,105",2020
1671,Ky Bowman,"$350,189","$405,105",2020
1672,Jamal Crawford,"$289,803","$335,249",2020
1673,Jordan Bell,"$250,000","$289,204",2020
1674,Tyler Zeller,"$245,686","$284,214",2020
1675,Trey Burke,"$229,220","$265,165",2020
1676,Jontay Porter,"$197,933","$228,972",2020
1677,Jerian Grant,"$196,288","$227,069",2020
1678,Cameron Payne,"$196,288","$227,069",2020
1679,Dragan Bender,"$189,700","$219,448",2020
1680,Mychal Mulder,"$187,782","$217,229",2020
1681,Corey Brewer,"$183,115","$211,830",2020
1682,Sindarius Thornwell,"$183,115","$211,830",2020
1683,PJ Dozier,"$183,115","$211,830",2020
1684,Tyler Johnson,"$183,115","$211,830",2020
1685,Jaylen Adams,"$163,356","$188,973",2020
1686,Joe Chealey,"$163,356","$188,973",2020
1687,Johnathan Williams,"$161,245","$186,531",2020
1688,Luguentz Dort,"$155,647","$180,055",2020
1689,Oshae Brissett,"$129,568","$149,886",2020
1690,JP Macura,"$106,181","$122,832",2020
1691,Donta Hall,"$101,504","$117,421",2020
1692,Chasson Randle,"$91,557","$105,914",2020
1693,Sheldon Mac,"$91,557","$105,914",2020
1694,Jonah Bolden,"$89,846","$103,935",2020
1695,Derrick Walton,"$81,678","$94,486",2020
1696,Garrison Mathews,"$79,568","$92,045",2020
1697,Justin Wright-Foreman,"$79,568","$92,045",2020
1698,Jarrell Brantley,"$79,568","$92,045",2020
1699,Paul Watson,"$79,568","$92,045",2020
1700,Quinndary Weatherspoon,"$79,568","$92,045",2020
1701,Drew Eubanks,"$79,568","$92,045",2020
1702,Kyle Guy,"$79,568","$92,045",2020
1703,Jaylen Hoard,"$79,568","$92,045",2020
1704,Moses Brown,"$79,568","$92,045",2020
1705,Tariq Owens,"$79,568","$92,045",2020
1706,Marial Shayok,"$79,568","$92,045",2020
1707,BJ Johnson,"$79,568","$92,045",2020
1708,Vic Law,"$79,568","$92,045",2020
1709,Kevin Hervey,"$79,568","$92,045",2020
1710,Jared Harper,"$79,568","$92,045",2020
1711,Kenny Wooten,"$79,568","$92,045",2020
1712,Josh Gray,"$79,568","$92,045",2020
1713,Zylan Cheatham,"$79,568","$92,045",2020
1714,Jordan McLaughlin,"$79,568","$92,045",2020
1715,Kelan Martin,"$79,568","$92,045",2020
1716,Frank Mason,"$79,568","$92,045",2020
1717,Cam Reynolds,"$79,568","$92,045",2020
1718,Gabe Vincent,"$79,568","$92,045",2020
1719,Kyle Alexander,"$79,568","$92,045",2020
1720,Yuta Watanabe,"$79,568","$92,045",2020
1721,John Konchar,"$79,568","$92,045",2020
1722,Kostas Antetokounmpo,"$79,568","$92,045",2020
1723,Devontae Cacok,"$79,568","$92,045",2020
1724,Amir Coffey,"$79,568","$92,045",2020
1725,Johnathan Motley,"$79,568","$92,045",2020
1726,Brian Bowen,"$79,568","$92,045",2020
1727,Naz Long,"$79,568","$92,045",2020
1728,William Howard,"$79,568","$92,045",2020
1729,Michael Frazier,"$79,568","$92,045",2020
1730,Louis King,"$79,568","$92,045",2020
1731,Jordan Bone,"$79,568","$92,045",2020
1732,Tyler Cook,"$79,568","$92,045",2020
1733,Bol Bol,"$79,568","$92,045",2020
1734,Antonius Cleveland,"$79,568","$92,045",2020
1735,Josh Reaves,"$79,568","$92,045",2020
1736,Matt Mooney,"$79,568","$92,045",2020
1737,Adam Mokoka,"$79,568","$92,045",2020
1738,Max Strus,"$79,568","$92,045",2020
1739,Kobi Simmons,"$79,568","$92,045",2020
1740,Raymond Spalding,"$79,568","$92,045",2020
1741,Chris Chiozza,"$79,568","$92,045",2020
1742,Jeremiah Martin,"$79,568","$92,045",2020
1743,Tremont Waters,"$79,568","$92,045",2020
1744,Tacko Fall,"$79,568","$92,045",2020
1745,Charlie Brown,"$79,568","$92,045",2020
1746,Malik Newman,"$65,978","$76,324",2020
1747,Stephen Curry,"$37,457,154","$44,045,441",2019
1748,Russell Westbrook,"$35,665,000","$41,938,067",2019
1749,LeBron James,"$35,654,150","$41,925,309",2019
1750,Chris Paul,"$35,654,150","$41,925,309",2019
1751,Kyle Lowry,"$32,700,000","$38,451,558",2019
1752,Blake Griffin,"$31,873,932","$37,480,194",2019
1753,Gordon Hayward,"$31,214,295","$36,704,534",2019
1754,James Harden,"$30,570,000","$35,946,915",2019
1755,Paul George,"$30,560,700","$35,935,979",2019
1756,Mike Conley,"$30,521,115","$35,889,432",2019
1757,Kevin Durant,"$30,000,000","$35,276,658",2019
1758,Paul Millsap,"$29,230,769","$34,372,128",2019
1759,Al Horford,"$28,928,710","$34,016,941",2019
1760,Damian Lillard,"$27,977,689","$32,898,646",2019
1761,DeMar DeRozan,"$27,739,975","$32,619,121",2019
1762,Chris Bosh,"$26,837,720","$31,558,169",2019
1763,Jrue Holiday,"$26,641,111","$31,326,979",2019
1764,Otto Porter,"$26,011,913","$30,587,112",2019
1765,CJ McCollum,"$25,759,766","$30,290,615",2019
1766,Joel Embiid,"$25,467,250","$29,946,649",2019
1767,Andrew Wiggins,"$25,467,250","$29,946,649",2019
1768,Nikola Jokic,"$25,467,250","$29,946,649",2019
1769,Anthony Davis,"$25,434,263","$29,907,860",2019
1770,Bradley Beal,"$25,434,262","$29,907,859",2019
1771,Andre Drummond,"$25,434,262","$29,907,859",2019
1772,Hassan Whiteside,"$24,434,262","$28,731,970",2019
1773,Dwight Howard,"$24,256,725","$28,523,206",2019
1774,Steven Adams,"$24,157,304","$28,406,299",2019
1775,Giannis Antetokounmpo,"$24,157,304","$28,406,299",2019
1776,Marc Gasol,"$24,119,025","$28,361,287",2019
1777,Kevin Love,"$24,119,025","$28,361,287",2019
1778,Harrison Barnes,"$24,107,258","$28,347,450",2019
1779,Chandler Parsons,"$24,107,258","$28,347,450",2019
1780,Nicolas Batum,"$24,000,000","$28,221,327",2019
1781,Rudy Gobert,"$23,491,573","$27,623,473",2019
1782,Kawhi Leonard,"$23,114,066","$27,179,567",2019
1783,DeAndre Jordan,"$22,897,200","$26,924,557",2019
1784,LaMarcus Aldridge,"$22,347,015","$26,277,600",2019
1785,Serge Ibaka,"$21,666,667","$25,477,587",2019
1786,Aaron Gordon,"$21,590,909","$25,388,504",2019
1787,Danilo Gallinari,"$21,587,579","$25,384,588",2019
1788,Victor Oladipo,"$21,000,000","$24,693,661",2019
1789,Ryan Anderson,"$20,421,546","$24,013,463",2019
1790,Joakim Noah,"$20,261,172","$23,824,881",2019
1791,Kyrie Irving,"$20,099,189","$23,634,407",2019
1792,Jabari Parker,"$20,000,000","$23,517,772",2019
1793,Jimmy Butler,"$19,841,627","$23,331,543",2019
1794,Zach LaVine,"$19,500,000","$22,929,828",2019
1795,Wesley Matthews,"$19,360,228","$22,765,471",2019
1796,Allen Crabbe,"$19,332,500","$22,732,866",2019
1797,Enes Kanter,"$19,264,603","$22,653,027",2019
1798,Tyler Johnson,"$19,245,370","$22,630,411",2019
1799,John Wall,"$19,169,800","$22,541,549",2019
1800,Jeff Teague,"$19,000,000","$22,341,883",2019
1801,George Hill,"$19,000,000","$22,341,883",2019
1802,Klay Thompson,"$18,988,725","$22,328,625",2019
1803,Goran Dragic,"$18,109,175","$21,294,372",2019
1804,Kent Bazemore,"$18,089,888","$21,271,693",2019
1805,Evan Turner,"$17,868,853","$21,011,781",2019
1806,Draymond Green,"$17,469,565","$20,542,262",2019
1807,Tristan Thompson,"$17,469,565","$20,542,262",2019
1808,Tim Hardaway Jr,"$17,325,000","$20,372,270",2019
1809,Pau Gasol,"$17,133,285","$20,146,834",2019
1810,Reggie Jackson,"$17,043,478","$20,041,231",2019
1811,Evan Fournier,"$17,000,000","$19,990,106",2019
1812,Bismack Biyombo,"$17,000,000","$19,990,106",2019
1813,Derrick Favors,"$16,900,000","$19,872,517",2019
1814,Luol Deng,"$16,747,954","$19,693,728",2019
1815,Jonas Valanciunas,"$16,539,326","$19,448,405",2019
1816,Gary Harris,"$16,517,857","$19,423,160",2019
1817,Ian Mahinmi,"$16,000,000","$18,814,218",2019
1818,Timofey Mozgov,"$16,000,000","$18,814,218",2019
1819,Andre Iguodala,"$16,000,000","$18,814,218",2019
1820,Clint Capela,"$15,793,104","$18,570,931",2019
1821,Dennis Schroeder,"$15,500,000","$18,226,273",2019
1822,DeMarre Carroll,"$15,400,000","$18,108,684",2019
1823,Gorgui Dieng,"$15,170,787","$17,839,155",2019
1824,Trevor Ariza,"$15,000,000","$17,638,329",2019
1825,Eric Bledsoe,"$15,000,000","$17,638,329",2019
1826,Ricky Rubio,"$14,800,000","$17,403,151",2019
1827,Tobias Harris,"$14,800,000","$17,403,151",2019
1828,JR Smith,"$14,720,000","$17,309,080",2019
1829,Brandon Knight,"$14,631,250","$17,204,720",2019
1830,James Johnson,"$14,420,700","$16,957,137",2019
1831,Robin Lopez,"$14,357,750","$16,883,114",2019
1832,Kenneth Faried,"$14,242,782","$16,747,925",2019
1833,Marvin Williams,"$14,087,500","$16,565,331",2019
1834,Taj Gibson,"$14,000,000","$16,462,440",2019
1835,Thaddeus Young,"$13,764,045","$16,184,984",2019
1836,Tyson Chandler,"$13,585,000","$15,974,446",2019
1837,Marcin Gortat,"$13,565,218","$15,951,185",2019
1838,Kelly Olynyk,"$13,537,527","$15,918,624",2019
1839,Cody Zeller,"$13,528,090","$15,907,527",2019
1840,Eric Gordon,"$13,500,375","$15,874,937",2019
1841,Austin Rivers,"$13,155,324","$15,469,195",2019
1842,Khris Middleton,"$13,000,000","$15,286,552",2019
1843,Michael Kidd-Gilchrist,"$13,000,000","$15,286,552",2019
1844,Mason Plumlee,"$12,917,808","$15,189,903",2019
1845,Wilson Chandler,"$12,800,562","$15,052,035",2019
1846,Solomon Hill,"$12,763,467","$15,008,415",2019
1847,Nikola Vucevic,"$12,750,000","$14,992,580",2019
1848,Dion Waiters,"$12,705,000","$14,939,665",2019
1849,Joe Ingles,"$12,545,455","$14,752,057",2019
1850,Jeremy Lin,"$12,516,746","$14,718,298",2019
1851,Nikola Mirotic,"$12,500,000","$14,698,607",2019
1852,Jordan Clarkson,"$12,500,000","$14,698,607",2019
1853,Tyreke Evans,"$12,400,000","$14,581,019",2019
1854,Miles Plumlee,"$12,400,000","$14,581,019",2019
1855,Courtney Lee,"$12,253,780","$14,409,080",2019
1856,JJ Redick,"$12,250,000","$14,404,635",2019
1857,Avery Bradley,"$12,000,000","$14,110,663",2019
1858,Kentavious Caldwell-Pope,"$12,000,000","$14,110,663",2019
1859,Kemba Walker,"$12,000,000","$14,110,663",2019
1860,Will Barton,"$11,830,358","$13,911,183",2019
1861,TJ Warren,"$11,750,000","$13,816,691",2019
1862,Zach Randolph,"$11,692,308","$13,748,852",2019
1863,Patrick Mills,"$11,571,429","$13,606,711",2019
1864,Alec Burks,"$11,536,515","$13,565,656",2019
1865,Omer Asik,"$11,286,516","$13,271,685",2019
1866,Marcus Smart,"$11,160,716","$13,123,759",2019
1867,Jusuf Nurkic,"$11,111,111","$13,065,429",2019
1868,Iman Shumpert,"$11,011,234","$12,947,984",2019
1869,Moe Harkless,"$10,837,079","$12,743,197",2019
1870,Tony Snell,"$10,607,143","$12,472,818",2019
1871,Dante Exum,"$10,600,000","$12,464,419",2019
1872,Meyers Leonard,"$10,595,506","$12,459,135",2019
1873,John Henson,"$10,577,466","$12,437,922",2019
1874,Terrence Ross,"$10,500,000","$12,346,830",2019
1875,Mirza Teletovic,"$10,500,000","$12,346,830",2019
1876,Bojan Bogdanovic,"$10,500,000","$12,346,830",2019
1877,Robert Covington,"$10,464,092","$12,304,606",2019
1878,Rudy Gay,"$10,087,200","$11,861,423",2019
1879,Jon Leuer,"$10,002,681","$11,762,038",2019
1880,Danny Green,"$10,000,000","$11,758,886",2019
1881,Andre Roberson,"$10,000,000","$11,758,886",2019
1882,Darren Collison,"$10,000,000","$11,758,886",2019
1883,Dwight Powell,"$9,631,250","$11,325,277",2019
1884,Matthew Dellavedova,"$9,607,500","$11,297,350",2019
1885,Jared Dudley,"$9,530,000","$11,206,218",2019
1886,Boban Marjanovic,"$9,490,740","$11,160,053",2019
1887,Norman Powell,"$9,367,200","$11,014,783",2019
1888,Josh Richardson,"$9,367,200","$11,014,783",2019
1889,Markieff Morris,"$9,173,294","$10,786,771",2019
1890,Bogdan Bogdanovic,"$9,000,000","$10,582,997",2019
1891,Rajon Rondo,"$9,000,000","$10,582,997",2019
1892,E'Twaun Moore,"$8,808,685","$10,358,032",2019
1893,Kosta Koufos,"$8,739,500","$10,276,678",2019
1894,Fred VanVleet,"$8,653,847","$10,175,960",2019
1895,Wayne Ellington,"$8,653,076","$10,175,052",2019
1896,Julius Randle,"$8,641,000","$10,160,853",2019
1897,Kyle Anderson,"$8,641,000","$10,160,853",2019
1898,Jerryd Bayless,"$8,575,916","$10,084,322",2019
1899,Cristiano Felicio,"$8,470,980","$9,960,929",2019
1900,Markelle Fultz,"$8,339,880","$9,806,770",2019
1901,Jerami Grant,"$8,333,333","$9,799,071",2019
1902,CJ Miles,"$8,333,333","$9,799,071",2019
1903,Joe Harris,"$8,333,333","$9,799,071",2019
1904,Shaun Livingston,"$8,307,692","$9,768,920",2019
1905,Deandre Ayton,"$8,175,840","$9,613,877",2019
1906,JaMychal Green,"$8,066,667","$9,485,502",2019
1907,Garrett Temple,"$8,000,000","$9,407,109",2019
1908,Louis Williams,"$8,000,000","$9,407,109",2019
1909,PJ Tucker,"$7,959,537","$9,359,529",2019
1910,Cory Joseph,"$7,945,000","$9,342,435",2019
1911,Karl-Anthony Towns,"$7,839,435","$9,218,302",2019
1912,Kyle Korver,"$7,560,000","$8,889,718",2019
1913,Darrell Arthur,"$7,464,912","$8,777,905",2019
1914,Lonzo Ball,"$7,461,960","$8,774,433",2019
1915,Doug McDermott,"$7,333,334","$8,623,184",2019
1916,Marvin Bagley,"$7,314,960","$8,601,578",2019
1917,Jae Crowder,"$7,305,825","$8,590,836",2019
1918,DJ Augustin,"$7,250,000","$8,525,192",2019
1919,Lance Thomas,"$7,119,650","$8,371,915",2019
1920,D'Angelo Russell,"$7,019,698","$8,254,383",2019
1921,Davis Bertans,"$7,000,000","$8,231,220",2019
1922,Ersan Ilyasova,"$7,000,000","$8,231,220",2019
1923,Langston Galloway,"$7,000,000","$8,231,220",2019
1924,Jeremy Lamb,"$7,000,000","$8,231,220",2019
1925,Al-Farouq Aminu,"$6,957,105","$8,180,780",2019
1926,Jayson Tatum,"$6,700,800","$7,879,394",2019
1927,Luka Doncic,"$6,569,040","$7,724,459",2019
1928,Nemanja Bjelica,"$6,500,000","$7,643,276",2019
1929,Mario Hezonja,"$6,500,000","$7,643,276",2019
1930,Ben Simmons,"$6,434,520","$7,566,278",2019
1931,Milos Teodosic,"$6,300,000","$7,408,098",2019
1932,Dewayne Dedmon,"$6,300,000","$7,408,098",2019
1933,Marco Belinelli,"$6,153,846","$7,236,237",2019
1934,Wesley Johnson,"$6,134,000","$7,212,900",2019
1935,Josh Jackson,"$6,041,520","$7,104,154",2019
1936,Jonathon Simmons,"$6,000,000","$7,055,331",2019
1937,Montrezl Harrell,"$6,000,000","$7,055,331",2019
1938,Ishmael Smith,"$6,000,000","$7,055,331",2019
1939,Jaren Jackson Jr,"$5,922,720","$6,964,459",2019
1940,Brandon Ingram,"$5,757,120","$6,769,731",2019
1941,Anthony Tolliver,"$5,750,000","$6,761,359",2019
1942,Kristaps Porzingis,"$5,697,054","$6,699,101",2019
1943,Deron Williams,"$5,474,787","$6,437,739",2019
1944,De'Aaron Fox,"$5,470,920","$6,433,192",2019
1945,Ben McLemore,"$5,460,000","$6,420,351",2019
1946,Patrick Patterson,"$5,451,600","$6,410,474",2019
1947,Jason Smith,"$5,450,000","$6,408,593",2019
1948,Marcus Morris,"$5,375,000","$6,320,401",2019
1949,Trae Young,"$5,363,280","$6,306,619",2019
1950,DeMarcus Cousins,"$5,337,000","$6,275,717",2019
1951,Josh Smith,"$5,331,729","$6,269,519",2019
1952,Alexis Ajinca,"$5,285,394","$6,215,034",2019
1953,Thabo Sefolosha,"$5,250,000","$6,173,415",2019
1954,Aron Baynes,"$5,193,600","$6,107,095",2019
1955,Jaylen Brown,"$5,169,960","$6,079,297",2019
1956,Patrick Beverley,"$5,027,028","$5,911,225",2019
1957,Mike Muscala,"$5,000,000","$5,879,443",2019
1958,Dirk Nowitzki,"$5,000,000","$5,879,443",2019
1959,Tony Parker,"$5,000,000","$5,879,443",2019
1960,Jonathan Isaac,"$4,969,080","$5,843,084",2019
1961,Mo Bamba,"$4,871,280","$5,728,082",2019
1962,Jamal Crawford,"$4,698,113","$5,524,457",2019
1963,Ron Baker,"$4,697,823","$5,524,115",2019
1964,Willie Cauley-Stein,"$4,696,874","$5,523,000",2019
1965,Dragan Bender,"$4,661,280","$5,481,146",2019
1966,Lauri Markkanen,"$4,536,120","$5,333,971",2019
1967,Justin Holiday,"$4,500,000","$5,291,498",2019
1968,Lance Stephenson,"$4,449,000","$5,231,528",2019
