Unnamed: 0,PLAYER,Unnamed: 2,Real Salary,Year,New Player Name,Count Records,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional
,,,,2022,Tre Jones,1.0,Tre Jones,PG,22.0,SAS,69.0,1148.0,15.0,0.545,0.15,0.268,2.6,11.6,7.1,27.0,1.8,0.5,10.8,15.6,1.9,0.9,2.9,0.121,-0.9,0.4,-0.5,0.4,jonestr01
,,,,2022,Tre Mann,1.0,Tre Mann,PG,20.0,OKC,60.0,1367.0,10.2,0.501,0.463,0.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22.0,-1.0,1.0,0.1,0.002,-3.3,-1.1,-4.4,-0.8,manntr01
,,,,2022,Tre Scott,1.0,Tre Scott,SF,25.0,CLE,2.0,11.0,20.4,0.5,0.167,0.0,10.3,9.8,10.1,0.0,4.5,8.1,0.0,24.1,0.0,0.0,0.0,0.138,-4.8,1.8,-3,0.0,scotttr01
,,,,2020,Tremont Waters,1.0,Tremont Waters,PG,22.0,BOS,11.0,119.0,4.3,0.381,0.49,0.163,0.0,10.7,5.4,18.3,4.1,1.6,22.2,24.2,-0.5,0.2,-0.3,-0.103,-8.5,1,-7.5,-0.2,watertr01
,,,,2021,Tremont Waters,1.0,Tremont Waters,PG,23.0,BOS,26.0,238.0,14.6,0.541,0.452,0.202,2.3,7.5,4.9,36.4,3.1,0.4,22.8,21.4,0.2,0.2,0.4,0.08,0.4,-0.1,0.3,0.1,watertr01
,,,,2022,Tremont Waters,1.0,Tremont Waters,PG,24.0,TOT,3.0,50.0,5.4,0.357,0.643,0.0,0.0,9.2,4.3,18.2,5.0,0.0,22.2,15.5,-0.1,0.1,0.0,-0.042,-7.8,0.1,-7.7,-0.1,watertr01
,,,,2022,Trendon Watford,1.0,Trendon Watford,SF,21.0,POR,48.0,869.0,15.8,0.59,0.142,0.352,7.0,18.6,12.6,14.6,1.4,3.2,12.5,17.6,1.4,0.5,1.9,0.104,-1.4,-0.4,-1.7,0.1,watfotr01
,,,,2021,Trent Forrest,1.0,Trent Forrest,PG,22.0,UTA,30.0,302.0,11.2,0.554,0.366,0.268,4.0,11.1,7.7,19.9,1.5,1.1,20.9,14.3,0.3,0.4,0.7,0.106,-2.5,1.2,-1.3,0.1,forretr01
,,,,2022,Trent Forrest,1.0,Trent Forrest,PG,23.0,UTA,60.0,765.0,10.9,0.554,0.174,0.31,3.4,10.5,7.1,18.6,1.9,0.7,21.4,12.8,0.5,0.8,1.3,0.084,-2.3,1.2,-1,0.2,forretr01
,,,,2022,Trevelin Queen,1.0,Trevelin Queen,SG,24.0,HOU,10.0,74.0,18.2,0.619,0.727,0.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,0.1,0.1,0.1,0.08,2.7,-0.8,1.9,0.1,queentr01
,,,,2019,Treveon Graham,1.0,Treveon Graham,SG,25.0,BRK,35.0,715.0,6.1,0.458,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,-0.1,0.6,0.5,0.033,-3.7,0,-3.7,-0.3,grahatr01
,,,,2020,Treveon Graham,1.0,Treveon Graham,SF,26.0,TOT,55.0,929.0,6.6,0.456,0.496,0.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,-0.2,0.4,0.2,0.009,-4.5,-1.1,-5.6,-0.8,grahatr01
,,,,2019,Trevon Duval,1.0,Trevon Duval,PG,20.0,MIL,3.0,6.0,38.3,0.833,0.333,0.0,0.0,16.0,8.5,59.0,0.0,0.0,0.0,20.9,0.1,0.0,0.1,0.537,19.1,5.3,24.4,0.0,duvaltr01
,,,,2019,Trevor Ariza,1.0,Trevor Ariza,SF,33.0,TOT,69.0,2349.0,12.1,0.534,0.59,0.223,2.3,15.2,8.6,14.8,1.8,0.7,11.6,16.6,1.3,1.2,2.5,0.052,-0.7,-0.6,-1.3,0.4,arizatr01
,,,,2020,Trevor Ariza,1.0,Trevor Ariza,SF,34.0,TOT,53.0,1493.0,11.0,0.593,0.639,0.228,2.5,15.7,9.0,8.0,2.2,0.9,13.6,11.8,1.3,1.2,2.5,0.081,-1.4,0.9,-0.5,0.6,arizatr01
,,,,2021,Trevor Ariza,1.0,Trevor Ariza,SF,35.0,MIA,30.0,841.0,11.9,0.542,0.593,0.183,3.7,15.6,9.8,9.4,1.8,2.2,7.5,15.1,0.5,1.0,1.6,0.091,-1.2,0.1,-1.1,0.2,arizatr01
,,,,2022,Trevor Ariza,1.0,Trevor Ariza,SF,36.0,LAL,24.0,462.0,7.0,0.449,0.747,0.182,2.3,16.7,9.5,7.5,1.3,1.2,9.3,11.0,-0.2,0.4,0.2,0.02,-3.3,-0.2,-3.4,-0.2,arizatr01
,,,,2019,Trey Burke,1.0,Trey Burke,PG,26.0,TOT,58.0,1125.0,16.5,0.524,0.29,0.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,1.4,0.5,1.9,0.081,1.5,-1.4,0.1,0.6,burketr01
,,,,2020,Trey Burke,1.0,Trey Burke,PG,27.0,TOT,33.0,520.0,15.6,0.548,0.359,0.139,3.4,7.0,5.2,23.7,1.5,0.3,8.7,20.0,1.0,0.4,1.3,0.123,0.8,-1,-0.2,0.2,burketr01
,,,,2021,Trey Burke,1.0,Trey Burke,PG,28.0,DAL,62.0,911.0,12.6,0.544,0.465,0.161,1.2,5.3,3.3,12.9,1.9,0.7,8.0,20.0,0.7,0.7,1.4,0.071,-1.4,-0.4,-1.8,0.0,burketr01
,,,,2022,Trey Burke,1.0,Trey Burke,PG,29.0,DAL,42.0,441.0,10.0,0.475,0.381,0.107,1.0,7.3,4.2,20.7,1.4,0.0,10.4,25.6,-0.4,0.4,0.0,0.003,-3.6,-1.4,-5,-0.3,burketr01
,,,,2019,Trey Lyles,1.0,Trey Lyles,PF,23.0,DEN,64.0,1120.0,12.7,0.5,0.404,0.234,4.2,19.6,11.9,11.3,1.3,1.8,11.1,23.4,-0.2,1.4,1.2,0.05,-1.8,-0.7,-2.4,-0.1,lylestr01
,,,,2020,Trey Lyles,1.0,Trey Lyles,PF,24.0,SAS,63.0,1271.0,12.6,0.557,0.49,0.131,6.0,24.6,15.3,7.2,1.1,1.9,9.7,13.6,1.2,1.0,2.2,0.083,-0.5,-0.7,-1.2,0.3,lylestr01
,,,,2021,Trey Lyles,1.0,Trey Lyles,PF,25.0,SAS,23.0,358.0,11.4,0.574,0.444,0.256,2.6,23.3,12.8,5.3,0.8,0.2,5.7,12.9,0.3,0.3,0.6,0.085,-1.3,-0.5,-1.8,0.0,lylestr01
,,,,2022,Trey Lyles,1.0,Trey Lyles,PF,26.0,TOT,75.0,1537.0,16.4,0.588,0.372,0.432,6.0,21.2,13.4,9.0,0.9,1.9,9.8,20.7,2.4,1.2,3.5,0.111,0.5,-0.8,-0.3,0.7,lylestr01
,,,,2022,Trey Murphy III,1.0,Trey Murphy III,SF,21.0,NOP,62.0,864.0,12.5,0.558,0.671,0.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,1.3,0.6,1.9,0.104,0.2,-1.4,-1.2,0.2,murphtr02
,,,,2019,Tristan Thompson,1.0,Tristan Thompson,C,27.0,CLE,43.0,1198.0,18.4,0.551,0.0,0.279,15.4,25.7,20.3,11.2,1.2,1.2,12.1,17.7,2.1,0.5,2.6,0.105,1.4,-1.9,-0.5,0.4,thomptr01
,,,,2020,Tristan Thompson,1.0,Tristan Thompson,PF,28.0,CLE,57.0,1721.0,16.8,0.54,0.041,0.286,14.5,22.9,18.6,10.5,0.9,2.5,14.0,18.3,2.0,1.1,3.1,0.085,-0.2,-1.3,-1.5,0.2,thomptr01
,,,,2021,Tristan Thompson,1.0,Tristan Thompson,PF,29.0,BOS,54.0,1287.0,14.2,0.54,0.009,0.368,14.5,23.5,19.0,7.2,0.9,2.4,14.1,14.8,1.5,1.4,2.9,0.107,-1.5,-1,-2.5,-0.2,thomptr01
,,,,2022,Tristan Thompson,1.0,Tristan Thompson,PF,30.0,TOT,57.0,897.0,14.9,0.541,0.011,0.434,14.7,20.8,17.7,5.5,1.2,2.0,12.4,17.5,0.9,0.8,1.6,0.087,-1.6,-1.5,-3.1,-0.3,thomptr01
,,,,2019,Troy Brown Jr.,1.0,Troy Brown Jr.,SF,19.0,WAS,52.0,730.0,11.1,0.487,0.295,0.201,5.1,16.6,10.8,14.9,1.4,0.6,10.5,16.5,0.2,0.4,0.6,0.039,-1.7,-1,-2.7,-0.1,browntr01
,,,,2020,Troy Brown Jr.,1.0,Troy Brown Jr.,SF,20.0,WAS,69.0,1782.0,13.7,0.524,0.288,0.223,4.5,19.6,11.7,14.1,2.2,0.3,10.4,17.8,1.3,1.2,2.4,0.065,-0.8,-0.4,-1.2,0.3,browntr01
,,,,2021,Troy Brown Jr.,1.0,Troy Brown Jr.,SF,21.0,TOT,34.0,524.0,8.5,0.525,0.486,0.146,4.2,17.4,10.8,7.2,0.9,1.0,12.1,14.0,0.0,0.5,0.5,0.043,-3.3,-0.6,-4,-0.3,browntr01
,,,,2022,Troy Brown Jr.,1.0,Troy Brown Jr.,SF,22.0,CHI,66.0,1055.0,10.1,0.525,0.516,0.101,4.2,17.4,10.8,8.2,1.7,0.4,8.8,12.3,0.5,0.9,1.4,0.065,-1.7,-0.2,-1.8,0.1,browntr01
,,,,2019,Troy Caupain,1.0,Troy Caupain,PG,23.0,ORL,4.0,16.0,30.7,0.625,0.375,0.0,6.6,13.6,10.0,42.5,3.1,0.0,0.0,21.8,0.1,0.0,0.1,0.347,9.6,3.7,13.3,0.1,caupatr01
,,,,2019,Troy Daniels,1.0,Troy Daniels,SG,27.0,PHO,51.0,760.0,9.8,0.558,0.705,0.084,1.9,8.9,5.3,5.0,1.6,0.5,8.7,17.6,0.2,0.1,0.3,0.02,-1.7,-2,-3.7,-0.3,danietr01
,,,,2020,Troy Daniels,1.0,Troy Daniels,SG,28.0,TOT,47.0,532.0,8.4,0.518,0.71,0.086,2.5,8.2,5.4,4.3,1.0,0.5,5.9,16.3,0.1,0.5,0.6,0.056,-1.7,-1.2,-2.9,-0.1,danietr01
,,,,2019,Troy Williams,1.0,Troy Williams,SF,24.0,SAC,21.0,312.0,10.5,0.531,0.449,0.153,3.9,15.9,9.7,4.7,1.5,2.2,7.9,15.0,0.1,0.3,0.4,0.064,-2.4,0,-2.4,0.0,willitr02
,,,,2020,Ty Jerome,1.0,Ty Jerome,SG,22.0,PHO,31.0,328.0,7.9,0.425,0.442,0.142,2.3,13.4,7.8,18.2,2.2,0.8,13.0,17.9,-0.3,0.3,0.0,-0.003,-3.9,0.1,-3.7,-0.1,jeromty01
,,,,2021,Ty Jerome,1.0,Ty Jerome,SG,23.0,OKC,33.0,788.0,13.4,0.585,0.585,0.118,1.3,10.8,6.0,23.7,1.2,0.7,13.5,18.8,0.9,0.4,1.3,0.079,0.1,-0.8,-0.7,0.3,jeromty01
,,,,2022,Ty Jerome,1.0,Ty Jerome,SG,24.0,OKC,48.0,801.0,11.3,0.488,0.567,0.143,2.4,7.7,5.0,21.3,1.8,0.6,9.6,20.8,0.0,0.5,0.5,0.032,-2.2,-0.2,-2.3,-0.1,jeromty01
,,,,2021,Ty-Shon Alexander,1.0,Ty-Shon Alexander,SG,22.0,PHO,15.0,47.0,4.2,0.349,0.75,0.167,4.9,19.0,12.1,15.4,0.0,1.9,18.9,15.0,-0.1,0.0,0.0,-0.048,-4.8,-1.7,-6.5,-0.1,alexaty01
,,,,2021,Tyler Bey,1.0,Tyler Bey,SF,22.0,DAL,18.0,71.0,5.9,0.372,0.182,0.227,12.5,16.9,14.7,5.6,0.0,1.3,11.0,16.9,-0.1,0.0,0.0,-0.033,-5.5,-3.9,-9.5,-0.1,beyty01
,,,,2019,Tyler Cavanaugh,1.0,Tyler Cavanaugh,PF,24.0,UTA,11.0,39.0,5.0,0.414,0.5,0.2,8.5,13.6,11.1,3.4,0.0,0.0,8.4,13.0,0.0,0.0,0.0,0.026,-5.3,-3.1,-8.4,-0.1,cavanty01
,,,,2020,Tyler Cook,1.0,Tyler Cook,PF-SF,22.0,TOT,13.0,54.0,19.4,0.741,0.0,0.667,12.3,16.6,14.4,2.9,2.7,0.0,16.2,14.7,0.2,0.0,0.2,0.182,0.3,-0.5,-0.2,0.0,cookty01
,,,,2021,Tyler Cook,1.0,Tyler Cook,SF-PF,23.0,TOT,32.0,438.0,12.8,0.659,0.019,0.34,7.0,17.2,12.1,5.9,0.9,0.4,15.1,13.9,0.5,0.3,0.8,0.09,-2.2,-0.9,-3,-0.1,cookty01
,,,,2022,Tyler Cook,1.0,Tyler Cook,PF,24.0,CHI,20.0,200.0,13.0,0.643,0.0,0.842,9.1,20.7,14.9,2.0,1.0,1.7,11.8,13.0,0.4,0.2,0.5,0.127,-3.0,-1.1,-4.1,-0.1,cookty01
,,,,2019,Tyler Davis,1.0,Tyler Davis,C,21.0,OKC,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,51.6,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,-0.471,-9.6,-31.1,-40.7,0.0,davisty01
,,,,2019,Tyler Dorsey,1.0,Tyler Dorsey,SG,22.0,TOT,48.0,698.0,11.2,0.509,0.5,0.231,4.2,13.7,8.9,12.4,1.0,0.3,8.5,19.7,0.2,0.4,0.6,0.043,-1.4,-2.1,-3.5,-0.3,dorsety01
,,,,2022,Tyler Hall,1.0,Tyler Hall,SG,24.0,NYK,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-8.1,-0.5,-8.5,0.0,hallty01,,,
,,,,2020,Tyler Herro,1.0,Tyler Herro,SG,20.0,MIA,55.0,1508.0,12.5,0.55,0.472,0.158,1.2,14.9,8.3,12.7,1.1,0.6,11.4,22.3,0.2,1.3,1.6,0.05,-0.4,-1.2,-1.6,0.1,herroty01
,,,,2021,Tyler Herro,1.0,Tyler Herro,SG,21.0,MIA,54.0,1635.0,13.3,0.543,0.425,0.167,1.8,16.7,9.4,18.0,1.1,1.1,11.9,23.5,0.1,1.6,1.7,0.049,-0.3,-1,-1.3,0.3,herroty01
,,,,2022,Tyler Herro,1.0,Tyler Herro,SG,22.0,MIA,66.0,2151.0,16.2,0.561,0.391,0.195,1.7,15.4,8.7,20.9,1.0,0.4,12.5,28.8,1.3,2.4,3.8,0.084,1.6,-0.9,0.7,1.5,herroty01
,,,,2019,Tyler Johnson,1.0,Tyler Johnson,PG,26.0,TOT,57.0,1529.0,12.4,0.532,0.494,0.241,2.4,9.8,6.1,15.9,1.7,1.6,11.7,18.5,0.9,1.4,2.3,0.071,-0.7,0.3,-0.4,0.6,johnsty01
,,,,2020,Tyler Johnson,1.0,Tyler Johnson,PG-SG,27.0,TOT,39.0,709.0,10.1,0.504,0.476,0.2,2.7,8.9,5.8,14.8,1.1,1.1,9.6,18.0,0.3,0.5,0.7,0.05,-2.0,-0.9,-2.9,-0.2,johnsty01
,,,,2021,Tyler Johnson,1.0,Tyler Johnson,SG,28.0,BRK,39.0,684.0,8.2,0.546,0.721,0.115,1.0,10.9,6.2,8.7,1.0,0.0,8.1,13.3,0.4,0.3,0.7,0.049,-2.4,-1,-3.4,-0.2,johnsty01
,,,,2022,Tyler Johnson,1.0,Tyler Johnson,PG,29.0,TOT,6.0,91.0,7.1,0.425,0.65,0.0,3.5,10.7,7.1,9.5,1.6,2.8,9.1,10.5,0.0,0.1,0.1,0.033,-3.9,0.8,-3,0.0,johnsty01
,,,,2019,Tyler Lydon,1.0,Tyler Lydon,PF,22.0,DEN,25.0,94.0,9.3,0.595,0.556,0.167,8.0,12.7,10.4,8.2,1.0,0.0,17.2,10.6,0.1,0.1,0.2,0.086,-2.8,-1.4,-4.2,-0.1,lydonty01
,,,,2019,Tyler Ulis,1.0,Tyler Ulis,PG,23.0,CHI,1.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.015,-7.7,-2.7,-10.4,0.0,ulisty01
,,,,2019,Tyler Zeller,1.0,Tyler Zeller,C,29.0,TOT,6.0,93.0,17.3,0.607,0.033,0.6,12.9,15.7,14.2,6.7,0.5,3.1,9.5,20.1,0.2,0.1,0.3,0.167,-3.1,-1.9,-5,-0.1,zellety01
,,,,2020,Tyler Zeller,1.0,Tyler Zeller,C,30.0,SAS,2.0,4.0,22.4,0.25,0.0,0.0,80.9,26.9,53.9,0.0,0.0,0.0,0.0,43.2,0.0,0.0,0.0,-0.075,-0.3,-22.1,-22.4,0.0,zellety01
,,,,2019,Tyreke Evans,1.0,Tyreke Evans,SG,29.0,IND,69.0,1402.0,11.5,0.483,0.327,0.242,2.7,13.0,7.9,17.5,2.0,1.1,13.9,26.4,-1.7,2.0,0.3,0.01,-2.4,-0.3,-2.7,-0.2,evansty01
,,,,2021,Tyrell Terry,1.0,Tyrell Terry,PG,20.0,DAL,11.0,56.0,6.0,0.318,0.438,0.188,0.0,11.7,5.9,14.0,4.4,0.0,10.4,15.3,-0.1,0.1,-0.1,-0.049,-7.5,2.6,-5,0.0,terryty01
,,,,2022,Tyrell Terry,1.0,Tyrell Terry,PG,21.0,MEM,2.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.222,-3.4,2.5,-1,0.0,terryty01
,,,,2021,Tyrese Haliburton,1.0,Tyrese Haliburton,PG,20.0,SAC,58.0,1746.0,16.2,0.585,0.478,0.09,2.4,8.6,5.5,24.6,2.1,1.4,12.5,18.1,2.8,0.7,3.5,0.096,1.9,-0.5,1.4,1.5,halibty01
,,,,2022,Tyrese Haliburton,1.0,Tyrese Haliburton,SG-PG,21.0,TOT,77.0,2695.0,18.2,0.595,0.428,0.209,2.5,10.3,6.3,34.1,2.4,1.6,16.7,19.0,5.2,1.8,7.0,0.125,2.7,-0.1,2.6,3.1,halibty01
,,,,2021,Tyrese Maxey,1.0,Tyrese Maxey,SG,20.0,PHI,61.0,935.0,14.5,0.531,0.24,0.163,1.3,10.8,6.1,19.9,1.3,1.2,8.2,23.0,0.8,1.1,1.9,0.099,-1.0,-0.5,-1.5,0.1,maxeyty01
,,,,2022,Tyrese Maxey,1.0,Tyrese Maxey,PG,21.0,PHI,75.0,2650.0,16.2,0.594,0.311,0.247,1.1,8.9,5.1,19.1,1.0,1.1,7.4,20.2,5.4,1.9,7.3,0.132,1.3,-0.7,0.6,1.8,maxeyty01
,,,,2019,Tyrone Wallace,1.0,Tyrone Wallace,PG,24.0,LAC,62.0,628.0,7.0,0.45,0.088,0.263,3.5,13.2,8.5,9.5,1.6,0.9,12.9,18.7,-0.8,0.5,-0.3,-0.023,-5.6,-0.8,-6.4,-0.7,wallaty01
,,,,2020,Tyrone Wallace,1.0,Tyrone Wallace,SG,25.0,ATL,14.0,160.0,3.9,0.389,0.341,0.386,2.0,13.0,7.4,10.9,2.0,0.5,16.3,16.0,-0.3,0.1,-0.2,-0.075,-7.8,-1,-8.7,-0.3,wallaty01
,,,,2022,Tyrone Wallace,1.0,Tyrone Wallace,SG,27.0,NOP,6.0,75.0,2.5,0.383,0.4,0.25,0.0,12.1,5.9,1.8,2.0,1.3,8.3,13.9,-0.2,0.1,-0.1,-0.057,-7.7,-0.6,-8.2,-0.1,wallaty01
,,,,2019,Tyson Chandler,1.0,Tyson Chandler,C,36.0,TOT,55.0,875.0,11.2,0.63,0.01,0.879,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,0.9,1.2,2.1,0.114,-2.9,0.8,-2.1,0.0,chandty01
,,,,2020,Tyson Chandler,1.0,Tyson Chandler,C,37.0,HOU,26.0,219.0,10.8,0.717,0.0,0.722,11.8,19.8,15.8,3.5,1.3,3.1,25.2,6.0,0.3,0.3,0.6,0.131,-2.6,1.1,-1.5,0.0,chandty01
,,,,2019,Tyus Jones,1.0,Tyus Jones,PG,22.0,MIN,68.0,1560.0,13.7,0.491,0.283,0.155,1.6,7.7,4.6,28.3,2.5,0.3,9.0,14.1,2.1,0.9,3.0,0.091,-0.9,0.3,-0.6,0.6,jonesty01
,,,,2020,Tyus Jones,1.0,Tyus Jones,PG,23.0,MEM,65.0,1232.0,15.7,0.532,0.289,0.135,0.8,7.9,4.4,32.0,2.2,0.4,10.8,17.2,1.9,1.1,3.0,0.117,0.4,0.2,0.6,0.8,jonesty01
,,,,2021,Tyus Jones,1.0,Tyus Jones,PG,24.0,MEM,70.0,1222.0,15.0,0.511,0.339,0.109,1.8,10.4,6.1,28.6,2.5,0.4,10.0,16.6,1.5,1.3,2.8,0.11,-0.1,0.9,0.8,0.9,jonesty01
,,,,2022,Tyus Jones,1.0,Tyus Jones,PG,25.0,MEM,73.0,1549.0,16.5,0.544,0.371,0.12,1.1,11.0,5.9,28.2,2.0,0.1,7.3,16.6,3.4,1.6,5.1,0.158,1.2,0.5,1.7,1.4,jonesty01
,,,,2021,Udoka Azubuike,1.0,Udoka Azubuike,C,21.0,UTA,15.0,57.0,10.3,0.597,0.0,1.111,7.8,16.0,12.1,0.0,0.9,5.7,18.3,12.4,0.0,0.1,0.1,0.119,-5.5,1.7,-3.8,0.0,azubuud01
,,,,2022,Udoka Azubuike,1.0,Udoka Azubuike,C,22.0,UTA,17.0,195.0,17.6,0.743,0.0,0.224,10.5,28.8,19.9,0.0,0.3,5.0,18.2,14.7,0.3,0.3,0.6,0.157,-1.8,0.4,-1.4,0.0,azubuud01
,,,,2019,Udonis Haslem,1.0,Udonis Haslem,C,38.0,MIA,10.0,74.0,3.6,0.36,0.364,0.121,4.3,34.5,19.4,4.0,0.0,0.0,7.9,21.9,-0.2,0.1,-0.1,-0.075,-8.4,-2.4,-10.9,-0.2,hasleud01
,,,,2020,Udonis Haslem,1.0,Udonis Haslem,C,39.0,MIA,4.0,44.0,6.5,0.47,0.273,0.364,2.6,36.7,20.3,3.2,0.0,0.0,7.3,13.8,0.0,0.1,0.0,0.041,-5.8,-1.6,-7.4,-0.1,hasleud01
,,,,2021,Udonis Haslem,1.0,Udonis Haslem,C,40.0,MIA,1.0,3.0,54.6,1.0,0.0,0.0,0.0,37.5,19.1,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.475,24.1,7,31.1,0.0,hasleud01
,,,,2022,Udonis Haslem,1.0,Udonis Haslem,C,41.0,MIA,13.0,83.0,8.6,0.495,0.129,0.097,5.6,28.2,17.1,7.4,0.6,1.3,13.4,20.0,-0.1,0.1,0.1,0.033,-6.4,-0.7,-7.1,-0.1,hasleud01
,,,,2022,Usman Garuba,1.0,Usman Garuba,PF,19.0,HOU,24.0,239.0,12.9,0.51,0.455,0.159,9.6,28.7,19.1,9.6,2.0,4.1,11.3,9.4,0.2,0.3,0.5,0.105,-1.8,0.9,-0.9,0.1,garubus01
,,,,2021,Vernon Carey Jr.,1.0,Vernon Carey Jr.,C,19.0,CHO,19.0,115.0,11.7,0.563,0.194,0.306,5.6,20.1,12.7,2.6,0.4,4.3,10.9,17.2,0.0,0.1,0.2,0.066,-4.4,-1.7,-6.1,-0.1,careyve01
,,,,2022,Vernon Carey Jr.,1.0,Vernon Carey Jr.,C,20.0,TOT,7.0,44.0,15.8,0.534,0.0,1.0,19.9,9.8,14.8,0.0,2.2,1.9,13.8,21.6,0.0,0.0,0.1,0.068,-3.0,-4.5,-7.5,-0.1,careyve01
,,,,2020,Vic Law,1.0,Vic Law,PF,24.0,ORL,8.0,62.0,3.7,0.363,0.389,0.333,3.4,16.2,9.6,6.7,1.6,0.0,8.8,15.8,-0.1,0.1,-0.1,-0.052,-7.0,-2.6,-9.6,-0.1,lawvi01
,,,,2019,Victor Oladipo,1.0,Victor Oladipo,SG,26.0,IND,36.0,1147.0,17.6,0.519,0.367,0.24,2.1,17.1,9.8,25.2,2.6,0.9,11.2,27.9,0.4,1.9,2.3,0.097,1.8,1.2,2.9,1.4,oladivi01
,,,,2020,Victor Oladipo,1.0,Victor Oladipo,SG,27.0,IND,19.0,528.0,11.3,0.506,0.423,0.24,1.9,13.6,7.8,15.4,1.6,0.7,14.7,26.5,-0.6,0.6,0.0,0.002,-2.2,-1.1,-3.3,-0.2,oladivi01
,,,,2021,Victor Oladipo,1.0,Victor Oladipo,SG,28.0,TOT,33.0,1080.0,14.3,0.512,0.415,0.24,1.2,15.1,8.0,22.8,2.0,1.2,11.5,28.5,-0.6,1.0,0.4,0.017,-0.9,-0.8,-1.7,0.1,oladivi01
,,,,2022,Victor Oladipo,1.0,Victor Oladipo,SG,29.0,MIA,8.0,173.0,16.8,0.608,0.493,0.26,2.0,12.9,7.5,26.3,1.4,0.6,16.4,25.1,0.2,0.2,0.4,0.124,1.8,-0.5,1.3,0.1,oladivi01
,,,,2019,Vince Carter,1.0,Vince Carter,PF,42.0,ATL,76.0,1330.0,11.8,0.565,0.675,0.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,1.2,0.7,1.9,0.07,-0.4,-0.3,-0.7,0.5,cartevi01
,,,,2020,Vince Carter,1.0,Vince Carter,PF,43.0,ATL,60.0,876.0,7.5,0.47,0.664,0.095,2.2,13.2,7.6,7.7,1.2,2.4,9.4,16.6,-0.6,0.4,-0.2,-0.011,-3.1,-1.2,-4.3,-0.5,cartevi01
,,,,2019,Vince Edwards,1.0,Vince Edwards,SF,22.0,HOU,2.0,16.0,3.8,0.375,1.0,0.0,6.8,7.1,6.9,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,-0.014,-1.6,-4.8,-6.4,0.0,edwarvi01
,,,,2020,Vincent Poirier,1.0,Vincent Poirier,C,26.0,BOS,22.0,130.0,12.7,0.525,0.056,0.194,10.8,24.4,17.7,8.5,0.7,6.4,17.0,15.4,0.1,0.2,0.3,0.113,-4.8,1,-3.8,-0.1,poirivi01
,,,,2021,Vincent Poirier,1.0,Vincent Poirier,C,27.0,PHI,10.0,39.0,1.6,0.273,0.083,0.5,17.2,22.2,19.8,6.6,0.0,6.9,21.5,20.6,-0.2,0.1,-0.1,-0.127,-12.3,-2.4,-14.8,-0.1,poirivi01
,,,,2022,Vit Krejci,1.0,Vit Krejci,SG,21.0,OKC,30.0,690.0,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,0.1,0.5,0.6,0.042,-4.3,-1,-5.3,-0.6,krejcvi01
,,,,2020,Vlatko Cancar,1.0,Vlatko Čančar,PF,22.0,DEN,14.0,45.0,11.4,0.507,0.4,0.267,12.5,12.4,12.4,9.1,1.1,2.1,15.2,19.1,0.0,0.0,0.1,0.062,-3.6,-1.2,-4.8,0.0,cancavl01
,,,,2021,Vlatko Cancar,1.0,Vlatko Čančar,PF,23.0,DEN,41.0,281.0,9.7,0.547,0.458,0.181,4.5,15.7,10.1,6.4,1.9,0.7,15.3,14.2,0.0,0.3,0.3,0.053,-2.6,0,-2.6,0.0,cancavl01
,,,,2022,Vlatko Cancar,1.0,Vlatko Čančar,PF,24.0,DEN,15.0,176.0,12.7,0.657,0.293,0.341,5.2,14.1,9.8,13.2,0.6,1.5,16.0,14.0,0.3,0.1,0.4,0.114,-0.9,-0.9,-1.7,0.0,cancavl01
,,,,2019,Wade Baldwin,1.0,Wade Baldwin,PG,22.0,POR,16.0,94.0,1.3,0.396,0.273,0.333,2.3,14.4,8.5,16.6,0.5,1.7,27.0,23.3,-0.4,0.1,-0.3,-0.153,-8.4,-1.9,-10.3,-0.2,baldwwa01
